Order_id,Customer_City,Customer Remarks
9b213a74-1cd5-435d-8f74-dd99a1b7c42d,,
9b6561c1-b1a5-4bef-9c17-40fe47802226,,
24355a8f-26c0-472a-86fa-7a7fb213a806,,
8fce78d1-9a70-4ee2-9a69-53bccd82b2fa,,Very good
7cc58867-702f-4829-a73a-6ec88105e138,,Gives correct information 
3dec5602-8399-4c7f-99a0-e0fd0a5c3d9d,,Good 
d9798fe5-c164-4b26-988b-af1d72cb4173,GANGANAGAR,You have not able to resolve any issues so you leave your job 
21deb26b-da1f-4478-a24a-5152914e3055,LUCKNOW,
4af7edb6-a5f7-45a2-923b-ebfb3abd9d43,,Please solve the problem thank you
64fde0dd-ed4c-4370-a49f-7a7049f5d789,,
9beda1c1-6403-42e1-b146-c74413f73a7c,,
486093d9-7bbd-4854-9b74-803f332f3894,,Delivery guy should be aware of inbox accessories in case of Open box delivery. Delivery guy shall demonstrate the equipment and also should do the counting of all accessories in the box as per site description.
6be97d58-bf02-449b-a5d7-bb2b3c4f1de2,,
7277aa20-c129-4025-9ea4-0853593b7a35,,
5c5a4774-1e7d-4e5b-8a72-5351b9c7e6cd,,Good service 
95baa305-ce21-4f3d-9965-20031736fc21,,Very good  vibes ??????
0cfa4427-dde5-4a98-8b0f-7bc7d0b2d3d7,,
8f179bbc-0784-4fd4-b1a3-8a1a8869c787,,
def7f8bb-1d18-4167-8e38-f9506417d08e,,OVERALL GOOD 
65aec307-153d-4650-880e-544d2bad883f,,Very politely talk to me
88b1d257-2009-402f-bf74-16d0f04fbae2,,
c1b7cd62-83ef-4b0f-8f8d-3402934af376,,Nice experience 
4378eb65-7958-4153-a0f5-04c5b78c00af,,Welldone 
0a934543-2885-4f5c-ad72-c8fa610e41f7,,
403d5e26-154c-404e-adcd-5ba218459060,,Really appreciate the service 
cbd1642b-d68f-4670-b3f5-d76cfa9a63c5,,
c4fc2bdf-e098-4226-9aec-bc612c535b87,,
4b11eab2-997b-4065-b3c8-27d47e32a99f,,THANK YOU ?? VARY MACH SIR 
3cc53d43-16db-4b2a-bfe1-3981a0ba42ef,,
de23a274-4e4a-46d3-9d28-9620b4d6d703,,
b4c2f84c-88bf-4235-9031-ec5c9ba6326b,,
f7e80ac6-69e9-4119-8ab6-0e892d7c4ed2,GURGAON,Satisfied with that executive
501cf202-c185-4654-950e-00194767f881,,
4f7aef02-7f10-4ce8-9fc9-d26d8cd32fc0,,Agent   was good & addressed query professionally.
33271d47-d4cb-41b5-89dd-606a342be523,,
fe2d29ee-c42d-4f40-a2bf-317eb206d079,,
9ff0ae32-4a7f-4fb1-8d72-9fcdf7ac0c1d,,Product   up in less time..   up agent doing a bit too arbitrary.
59ba69e4-0cfc-4986-993c-11cca2e6d3ae,,
20772375-54a7-488c-a6a5-903d61a5b669,,
c2d27128-8699-468d-bd75-b2376d74f61a,,Very good 
162aaf81-7803-4a2b-a8ab-b57cc1c8e5ba,,
bc2f0788-751b-4752-913d-3a70f6a57b0e,,
9a877b41-eeff-4eba-8eab-03b9956589cf,,
5fcdf06c-896e-4240-897e-b655ecc847dd,,Good 
27780e8c-2df0-42d2-8d23-b66e64583b04,,
cb931378-6a44-402e-8dbb-8fd12cb536ff,,
a8f7ccd8-f6d2-4225-9869-24abbca62f47,,
a1295a97-f806-4219-8ffb-edb2509e2fa5,JAIPUR,
20c74f27-f793-480e-99c7-b740876506d3,,
044027be-541e-4892-a6cd-e8e73aa22984,,
5a0f34a4-a776-4be8-8d75-6b3d6f4a7769,,Make sure you deliver the right product. I'm very much unhappy with the wrong product delivery.
5503529a-71c3-4ae7-968c-c14ee9c0a94c,,
134936da-80e2-40b1-ad11-51ce66456593,,
6d13b7bd-1aa9-424e-accc-98e9aa003b8d,,Poor response 
d7f16d8a-28a8-4208-b75a-27a05a71ae51,,Tq plz solve my problem 
84bfde29-1dbf-42d8-83e5-c42f5423b98f,,Mujhe apna order pura dena is bar sir ji
0ee46b52-cc1f-4724-843b-745b4ec01841,,Good
0a673f2c-22f5-41fb-b6f9-eb97d61bba94,,
581e0e69-a498-4cc6-8b55-caf36018ddb7,,
3d8dd34f-4eea-49a1-9c52-404b45669c40,DEHRADUN,
e58d2608-31b5-4b8f-986c-0fdf85f141c9,NEW DELHI,
0e5014bb-f83c-4ac8-87d2-e436ac7ff7f5,,
9b2b7a57-49e1-4c24-8499-08cb00656f8e,,Don't eat away customer money
697328d7-a983-4b9e-a1bc-82a9952a0551,,
b40df6d9-53c1-447c-9a3e-58bc6f94f2c5,,"For the exchange of phones policies aren\u2019t much clear, in terms of discount and card offers"
c4e4dc36-6114-4803-9dfb-5f3e502d60dd,,
441d8913-c794-475c-8ea6-7b595ddd765b,,"Customer service person was fine , the product delivery is too bad and worst , it's been 3 months and 3 different product none of them got delivered. Worst service "
40aaea92-c825-4beb-8813-450a47f1498a,,
166daaea-2ef3-45bb-a124-078eeff8636a,,
9a1dbcec-a31e-48cd-9f18-98107909e4e3,,
7c15b698-0eca-4d8e-8d66-5ad762c7a75c,,
6ccb891e-15a9-4b71-93d4-37aa965cbd43,,Resolution time taking too long 
285e76f1-8b9d-465b-808a-1553ff1a233d,,Good help staff
0ac8e2aa-7945-46e5-8480-db7898d728d2,FARIDABAD,
2034a3a8-bd5a-47d4-ba8d-6824327e506c,,
e045049a-641c-4990-9bc0-162fdf68d595,,
d36d1737-71f2-476f-9535-fe7d4c4a3c8a,,"The seller sold a used Philips 36 liters OTG. Though delivery was open box, agent didn't open the box to confirm  condition of the product. It seems Shopzilla did this on purpose to sell used product."
7cae3066-25b0-4ba6-90d0-bba03864a54a,,Amazing voice 
6765ce3e-27b3-4608-9684-8ede4491fcb4,,
15bb39c2-32fd-4011-b452-ec9704b810bb,,
f3f4dbfd-5bcf-43a1-9695-5852e8f46bce,,
138e0ce5-ce7d-4e61-ad3a-f7a4d584c6cc,,The customer care unit is very positive but I have an issue about a product replacement hope it will sort out this time
2f499d5d-61e2-4a97-9567-8d5ab832da1b,,
353b0147-78c8-4c3f-9dd6-034e6224af84,,
7e5b4996-1678-4b5b-a634-965cbc0300c8,,Na
4f20ec65-20a6-4370-ac08-8e3c168749d5,,
797fa2ad-37b5-40e5-9104-07a852f87fa8,,
998d1f77-7cf2-4075-818c-139ff73b5aa1,,
0c3bb15d-de81-4008-aed9-7f7fdc4f5942,,Please use item ke uper AP log dhayan do 1 baar es ke pahale bhi dusre product ki packing   thi packing ke uper   hoga
7731f8c2-4f1c-4e91-9166-f5012ef55779,,
12b5be7f-69fc-4d13-a93f-210540565336,,Good ??
d11373bd-8ada-4b70-a272-60304e56bd27,,Great ??
797e637a-56b2-49f4-99d6-3b21065ff36f,,THANKS for your help ????
ed039b6d-f070-44e4-ac51-9accd7f8c725,,
1e3c4bb5-1c58-4a6a-bd82-dcf4908f2f77,,Very good coustomer care executive 
e6a29147-da52-4027-98bf-174aa39ace63,,
aec29611-e8bd-47b6-baca-8c3a1d6447a9,KALAHANDI,I'm not happy 
e61996e1-64a9-422b-9666-6e05b380c22a,,Nice way to talking and coperate 
e0ad61cb-b6e1-4d6c-a50b-e14f68cef797,,No comments. I think it\u2019s good for now.
6af0c005-fc49-4b57-9fdc-34e21280778f,,Need to focus on customer product quality issue.
7f35e780-11de-46cb-9de0-c64c5ee12fec,NEW DELHI,Customer care cut my call twice.
bf05a672-5e4d-41e1-96fd-97185b4fce96,,
359a23f2-2304-4524-891a-7d1fbaddb1da,,
774dd84d-1728-44f0-8fb1-fc1e911d6dbb,KOZHIKODE,Good
907684de-af36-4590-862e-3ad33a1954fc,,
dc08812f-4907-4110-b961-ced0c63bcd3d,,
b1f39b7c-27f0-4b3b-af16-8a81d41eea88,,Very good experience 
4ed7ea53-6d84-4335-bc23-f130d11d5475,,
c0a9075a-a779-47ee-ac76-369c453d07cb,,
676ffe3e-29d4-4fd0-b4a1-12c8f471c3ea,,
d3e77db7-71df-4f9b-a2f3-e7a867812553,,Good 
c7c72b1d-4b79-433f-bfb9-3be214ff02f5,AHMEDABAD,Good communication and promblem solve easyly
24b07b88-2411-4f41-b648-be596ece40e0,BARDHAMAN,  is not accepting return if that is bad. Fix it
99ab182f-f071-4854-a01f-e6a1bffdff84,,Please use OTp for delivery confirmation.
23ceeac2-a74a-47da-b058-ae5d16be9f93,,Good reespotion
81ac0132-250d-4f4c-bc4b-d406f1d618d9,,
6fbc127f-5444-4805-9684-7aecfda613d9,,Good service
d52500cd-9628-43e6-864d-dfa13395cb4f,CHENNAI,
c6dc9d5b-8b43-4b83-9272-4843a4d42bf7,,Good
4d37fe15-7e63-47c3-b575-753145af0c8e,,Return policy available products sale in Shopzilla 
cf6f378e-eb20-4cca-b355-453e02b10887,,
db5545df-1adf-4533-93cf-21ce8ba213fa,,Thankyou 
c3d0483b-2ed2-4dab-8095-830622b5c900,SULTANPUR,
28de6762-9764-47ab-991e-b1c7865c1ea1,,Very nice conversation 
f92b247d-6150-408d-97f7-517ac6a45d0b,,Good 
91de0557-247e-4335-bcc9-5caff17c21b8,,
4ace94df-a987-4b2f-a7d0-02bda04f1b06,,
66163d0f-fd33-4531-b2b0-3645300fd9e2,,
0ec7b84b-be78-4ddc-9835-85434aa2a066,BARGARH,
47a63c34-3f72-42ff-93a1-e4a36c18e66c,,Tnx
4d47a44e-b741-47a5-869c-de1aa9aab1a5,,
4bfdb6b3-049b-41fa-81fa-4be7b110029b,,Excellent service 
05cea9da-1167-49e1-979e-c83c710ad22b,,
728ae7c6-2ba4-4df3-8d93-6cb742c8c38a,,
cf568009-1ce6-4a51-b80f-4ac8b4938f91,AMBEDKAR NAGAR,What a rubbish and worst service supportAshamed on Shopzilla
852e4c9c-8893-4a5e-aff2-90b8ba69cd27,,
cf45afe2-67d3-47fb-a0cc-15a89a859f44,,Excellent????????
789b6a44-b687-4cfa-9a5a-5175cb231ffd,,Your company is very disonest
0f158dde-e728-4687-950c-619b28fcc765,,Shopzilla has made it very tough to reach to the customer service executive 
8d5f363b-b0d8-433d-ae83-5234163b2cd4,RISHIKESH,Ok
fd286fb2-6d96-4582-bc06-8af232efb0eb,,
b8e4cf13-38ae-42f4-bdb0-610c82bcb0ee,,
71a14706-350e-42a4-ad84-30b5c450a4c7,,Bast customer serviceVery   service
ce41886d-85fc-49a3-9964-cbbeffc054a0,,Good 
fab5a226-818d-4a1d-983e-4508d31c0c9d,,
a2ea411c-a1c8-4752-8427-e18bf36dc4a1,,
e197fb0d-affa-478e-b701-b7eef2a4a758,,
55efac53-32a6-428f-998f-b720e20dd965,,Excellent
96e12516-5c89-44b3-848f-2e172cc17046,,Give adequate details of information. As if the seller has put an order on hold there needs the reason to be mentioned and the time to confirm an order should not be more than one hour.
2f9dadb7-b389-4289-ab12-22ef592fc147,,Very bad 
855ec4dd-49d2-48d9-bdce-2b66ef0d07f9,,
5faeccad-b6a1-46a5-94e0-474e937a84c3,DUMKA,
e939ef68-da0a-40bb-93ff-e4fa46279fc2,,
c989dcd5-6fa2-40c9-b048-fd72d5d18f50,,Good job
7143d263-7395-4253-899c-e2a412c96ed9,,
e87e7a59-5d49-40ce-a631-54534f7c4668,JODHPUR,Please improve your customer support teamImprove your delivery partner service 
b5c7a80f-f55f-44b0-8284-ab99d65d68a0,,
6809f5cf-aa0c-400b-84ea-6c8cff1f31ce,GAUTAM BUDDHA NAGAR,
d5575b3c-74e0-4883-b7c4-e5072032e70b,,
17240580-14af-4eae-b673-39c636e04cbb,,
467d14e0-cad5-4c49-a4ff-2a94ccfd86ce,HYDERABAD,
42e412aa-1d11-4232-8843-8b0840e35d6a,,DON'T WANT PRODUCT ANY MORE UR WISHMASTER IS VERY LAZY
f7e73cbc-98f2-400c-a475-bf7a7dd36ea3,,"I have been a regular Shopzilla customer but the response today I received from your team is not appreciated, we pay for the product and at the end it\u2019s rejected due to no return policy , if the product is not delivered the same as what we select it\u2019s really disappointing and after that we complain agent says they can\u2019t help us , not at all a good customer support methods."
48cd17be-febb-40a0-941a-2b7e9f0e372e,,
5cc29e4e-3ed1-4c5e-a4a8-e2d1ca996664,,The costumer care are very supportive and talk respectfully thanks????
73287d3c-7e02-49c8-b312-2b6c156b19f9,,
c25c7682-a662-4429-9ee8-0ae63032f66f,BULANDSHAHR,
3de348c3-6548-45f5-8455-956482199c63,,
549dc489-8a53-4329-b22e-6c07e1281da0,,Please ensure timely deliveries as promised because sometimes it can become quite an issue.
0c06cf6d-ad91-4a97-a15b-1aad046cd9ad,,Good 
f8aea1e1-c3c9-4b4f-a1e3-b49b64084b4b,,
f85b3587-9e7c-4b12-b7fa-7da59c31f7a3,,
7a1050f3-e25d-4e02-b1e5-74c699c8edad,BARAUT,All good
1edbb150-6b81-430c-8381-67aee8b9b2da,,Do not send wrong products.
52883743-9ea5-442e-a80b-5a77031e961a,,
cc9b24b2-152f-48d8-9517-0510e4ac4753,HYDERABAD,
399d049e-e094-44c9-a474-b4102b4bea31,,
8df88083-1057-4f07-a2cf-33022dbb9935,,Tasalli bhari bat thi Vishwas karne laik superb
329d8cd0-02bf-42b8-b3cf-3cfc3014560d,,
554add1c-a868-48e6-b822-02a006e592c9,,
442b2bd9-ddc2-4571-b7ef-2047885bf4f7,,Call was hanged in middle it may technical error or wantedly happened don't know but experience was not good for the same reason 
8d3e4768-ff29-4e1b-bfd3-22047a13c38b,,
e93da3da-4305-41d8-b1bf-560c667eeea6,,It's a good 
1d7f22d7-86ae-4335-aaf6-642ec7775687,,
5e36d5d8-d1af-4011-9a6e-b3e1d45c8082,,
08a400cb-e4dc-407a-abe5-3a5b9fc99c89,,I am happy 
37ba20ee-4ce5-4c13-add1-6ada5810fb2e,MADHUBANI,"My complain resolve without giving any resolution, "
f515b336-7121-4880-9240-5edd95d32892,,
4443b14a-c245-43d6-91db-b7b9a7b10458,,
c07f3f73-8e6b-4514-9ff6-ead3ddb0a0f1,,
2a1eea4e-677f-4eb5-a78f-80334170cbc1,,
4e5d4018-85ce-4594-b782-6f6d4b6963f0,,Please return my order 
99865286-1c12-4afd-9c67-80746cc5ca7d,,
8d4c0c2f-8b72-41aa-b4bb-223df3326256,,
84b23e5c-df2a-4e1c-88f0-f9bc3d17f16c,,
cbd7014b-ddd9-4ca3-a7bb-28bfb2dcce5a,KHARAGPUR,
cecc2570-8cb0-4385-bd96-8ff2a7ae0f1d,,
78cea8f0-8742-40e0-bc33-a4a89bc729dd,,
a0479a75-5d0d-4099-ba68-798788a62dc9,,
2f3fa05f-1c85-4f09-b955-c57fe1449449,,Good...
3130de7f-1b2e-4f56-81c8-a8b0551473b1,,
a3ffc932-de5e-4b9b-b9c0-fc9110bb41ff,,Everything is going good 
2619ef36-df9f-413a-ab17-7e6df0a084fb,,
2368ef70-3636-42cb-b0f8-5f0b944f411b,,
1a112764-58ce-4c59-8c20-92128cd83ead,,
f074d18c-9bb8-4c97-b2be-e1fd2e4b6c45,,Mujhe   karke 
925fc97a-75dc-46bd-ab97-b0d489b29e77,,Do delivery on Time as said
ee0a251e-7ea4-4807-8569-2835dc917007,KEKRI,
caa9006e-759d-4a6c-97d7-23b5220acf31,PATNA,
feea48b8-71a1-463b-b1d0-547649c5d719,,"The customer care executive was a very polite, problem solving and understanding person. I truly appreciate her efforts to resolve the issue. The company needs many more such hard working and dedicated employees. I wish her Good luck for her future endeavors. Thankyou. "
1b8c6e42-ad26-4445-9c13-45fd522ac551,,
853a2d41-7178-4927-8ca7-ca84712b1362,,
e22133ff-3c7e-43ec-8c01-6b0446364ef1,,
2d0f2bd2-da53-4070-986e-9adffad076d8,VAISHALI,
cfa02b6a-f15a-4365-bae7-4b88a13b906b,,
52ba3dfe-663d-45b9-ade4-2a461a208811,HAJIPUR,
7f9fa9aa-8eb8-4492-97aa-085708e98ecb,,
3ea6b0f0-f404-4a29-a7a2-bcb7d3d6153f,,
400d8050-f759-4182-a3c6-efa90cb392cb,,
ec61c22c-b229-4103-9f41-39d68cf8f9ba,,
1b7d08bf-798d-4283-885a-145e49cb1fd3,,
2d033b3c-a94c-4123-851a-8b0f09cf7da8,BULANDSHAHR,
58955dfd-299e-47d2-93d4-15a110ef3beb,NEW DELHI,
5c5d77f1-6e87-4ce8-b40a-6cc28d38c415,,
68291fb9-be7c-4695-9d55-88789e332097,,Very good ??
148c5b23-d6e1-41e3-8f04-caf9caf5785a,,
9ba6d883-739c-444c-a44b-32ff8c94b1d0,,
c5c5262a-23f5-4268-8343-70a07e5cd71b,,
5f4842be-8408-4829-a528-67d025bcfa85,,No issues
6978a013-4cd7-4c07-ba4f-1c157b04e21b,,
2fc3ddca-0a55-4da8-9c51-3f7019bee3a2,,
14a0ddd5-edc8-4616-b5e6-db753c19bf95,,
bb903a27-c114-4f27-b287-9d32392c42cf,,Good
a4fd29ac-a059-4409-9d83-4f205d9c7de9,,
8465369b-f984-4ae6-a22d-456b80f213f2,,Thank you  Shopzilla and excellent customer service 
f7740fdd-e6fb-4e9f-b43d-0586afa9dead,,"Hey  , it was nice interacting with you and thanks for helping me out on my first contact...Have a great day"
4a88f4d5-fb1f-4040-9cec-dea7e780333a,,
40704791-71b8-4677-b92c-8a7cabb871a7,,
03c21846-a54c-42ba-be8e-f38c35051939,,Nice 
edc4bbcf-b53a-429f-b468-ec45eb807e5e,,
3d1fd4a1-185d-4dd6-96a1-811477758daf,,
dbe2fd88-2f22-4a42-ac42-4686090fa026,,very good
acdbd922-8a5a-47c4-a69b-cb2651477d47,,
05ed5abc-2fe4-4a3a-ac81-76a785bdc976,,
d0775382-8f63-450b-99c6-2424e28b1d82,REWA,
1e53d958-82aa-43f7-b733-d8e9cb4348fa,,
14127009-5d73-41d9-a413-90753434f84f,,
5ccaa364-2f23-44bd-bd5e-20175a8a476d,,
6af27314-62fe-49ab-94a6-7eab65e6085e,,"not able to get solution , if a persona who came for an installation  then who is responsibility to install and pack if not installation completed ?"
2d655020-5e29-4f72-988b-4eeeef5b2057,,
224b84b9-2f9b-4b4e-a161-d890bc60c988,,
e14ac6c7-9fbf-4061-9c48-241459a9f951,,
ba2c4f98-713c-4961-b806-8a1171464c44,,All set all good 
edbcfed8-18bb-4e9e-9dd6-f21c1d9d1a77,,
42389a70-62b2-4a9f-8a17-a6df961d6365,,
db3313fe-4329-43b2-b110-c8fc289309f3,,After call disconnect they didn't call
0a8f6c7c-4786-4717-8ecf-37c583073b38,NEW DELHI,These guys do not know anything.i ask them to transfer the call to your senior and they again and again repeating same question.call me I wanna talk to the senior who can resolve my problem.
48793470-206b-4779-9bdb-5d9b55689042,BANGALORE,
170964ef-208d-4ba4-8168-1eada9cbbb7f,,
ef8a3b1e-adfa-4a81-bd6f-5d9b0389f733,,
98841c6a-1004-4643-bc02-3a28eef6f46d,,
1f089b5b-c1b3-4693-ab4e-b81845985038,,
be602f1a-2cb2-4874-bc96-b8b6aa9cde57,RANCHI,Thank you 
15a13d40-bb60-430f-bf86-1048fbafba8f,KALAHANDI,
f5e2ed79-2e5a-42b2-a82e-0ebd13f06b13,JALPAIGURI,
9ff4a545-7618-40b9-bcc9-36e25eb5fe1d,,
72a53e17-7eca-4d97-bde7-1ddcc716eb4d,,????????
921da78f-0b4b-4b4c-9e25-657c4ac6fb4e,,Ojk
91a4afe8-a1d4-4161-85e6-c32bae540654,,
8eb7fe96-2f6f-4ece-a1f1-6be276cd9364,,He is very good 
536197ab-374c-401a-917c-5dbfbd3afa6f,,Bahut achcha    
3c45bbd0-11fd-4d58-812a-20f7e975efe6,CHATRAPUR,
c9f4e090-9552-4ccc-ae08-343e7fa54830,,
c8cc2218-94ab-4dec-9c95-8a2f54f2eb18,,
2e509888-6644-4cf7-b4e4-5f31d66c8b6b,,
0bf274ad-efb7-4c5b-a621-1878966f6ff5,,
24d6589d-d243-4ace-91e1-4270fd91ed57,,I am happy 
7e84c9ec-2218-4aaa-8563-357a9928e7dc,,Good 
ef8e5628-5e90-4a7f-b1e0-71c73eb7d1fc,,
a408d088-56ea-48c1-83ff-bdba9854d9c8,,The consultant needs to be precise and short conversation. It doesn't have to be beating around the  .
8ce67311-6117-4878-9e21-58ed1a9f39ad,,
e14f8e7e-27d1-419e-bda9-6bf58e93a54e,,Costumes caer easy solve my problem
bf0b0f87-93dd-4588-b8d3-a348b0617d8d,,
764368b2-caca-4b54-9baa-4e3fbda6ecf9,,
1f550743-5fe7-4496-981e-587aeb38da99,,Nice one.
e9850fd5-b5ab-4ee1-9cd4-1d06cf0768f7,,Good
a9c6185a-f726-49cb-b0ff-be3ec489ec73,,
583ef9e8-6683-49f5-b10a-4b588612606c,KURUKSHETRA,
47e3ada9-dfc5-4318-be7a-cd6f436029b0,NOIDA,Thanks now waiting for resolution
5b58a042-cff1-46c4-baa2-c6c7e12f8fb8,LUCKNOW,
58444c08-63cb-448f-9b80-5c4b217ceaba,,
2c7faea3-9c92-46c4-918c-8510ce7772df,,
ef8ecae3-3837-4b9d-af4e-7f7ca13572c9,,
16b06cc8-6415-4dc3-aa2f-6d2895ae7a8f,,
e449380e-0084-4461-a43f-a5f0eb1945d4,,Thank you 
64519782-0173-4e15-a9dd-8392c06015fd,,
05843c3a-20e3-49b3-abad-9ec0fda7e80f,,Nice thnk soooooooooo much 
3df46678-f58a-4bd8-b14a-e97525fc77ba,DAHANU,Customer support is very nice 
c9b13ad2-e1f6-4273-bbf1-f40ccabf17d3,BARAMATI,
d1ea0187-a9fc-48d5-a51c-c0327e72fa2f,,
1a4bc30f-d16a-4451-8ec2-1f854bc0d27d,,Nice
f6888379-c27e-4f1a-ae8d-f2e0a8823dfd,,
deec9ec3-9028-4372-80f9-415b704fe0e8,UDAIPUR,Hi     Plz make police flexible for some time by mistake be issue but not return policy but replacement able please because many people happiness depends on your service.                  Thank you 
ebb58b19-814f-41ca-a44c-744c15bbf937,,
f9c085d1-14c3-48b1-ad53-e1a9050929d1,,
2b045694-3818-4086-ab58-0437a5fd4628,,Very poor will
686889c4-110a-4d7e-b063-48f63df148fa,,Not setified your service BCS I have prime customer bt my two orders not delivered timely 
b740350e-4bf8-47bf-9cf0-735299d32f4e,,
828da4a4-e7af-446d-9da1-62f33816d441,,Best
6a2c5f27-6f20-4509-b34f-2c2d12854d48,BANGALORE,
fa41ca20-6e6c-40bc-bf0e-35a8f04881da,,Exelant
596d039e-8749-4fc6-a72b-9537cfef89c7,,Good 
3f1ab37b-83a2-4fac-8b75-34966feb1397,,
bc9abc7d-a60f-44b3-958a-06d067caab96,,
56f3c4f0-dfc7-4ba2-87c0-5dc762e9ff65,GURGAON,"Pathetic service, not customer friendly, good for nothing. \u00C0 worthless website to order any product because they don\u2019t believe to deliver the order on time."
7a64bab9-6e14-4f85-b6fe-cff3d70a48d1,,Everything good. 
a55114ad-32e1-433b-bf18-710e796750c5,,"Thank You very much, support team is doing phenomenal work. "
b1135578-6aa2-452a-bec9-a2cbe8858785,,Some good 
7fb2fa2a-9d6a-4a21-afd1-575a0a054ab9,,
6814d1c9-42b8-46e3-9783-f5f6c2824946,,Good ??
5aafffd5-0727-40de-8150-0cf6df13cc19,,
d3469890-148c-4d10-84cb-cb321288a689,,
af86e312-3bd7-4a07-8eaf-7c0c4fb24992,,
31bd5aac-e737-4127-8d25-ceffe0f9cce3,,
c2ba89fd-a085-4f37-8560-7011b30cba39,,
a7566b2f-b28b-4d5c-9568-1877c0309aaa,,
3673392a-cb32-4092-ba9c-0b2c16caa89d,CHANDIGARH,Mu problem not resolving.. I've facing extremely problem from last 5 days.but Shopzilla haven't any solution against my problem... Shopzilla troubling me mentally and Shopzilla team very poor
5dc6f2e5-8eea-4141-af49-611d0145555c,CHHATARPUR,
90e68a9a-9c0a-4938-8779-cbbaecafb209,,Good 
4ff8b3f4-c448-410c-8699-e5c89699e83d,,
cbbb7a6b-51a8-4df1-a8b8-2aeb808af51b,,Good 
69856df7-443f-4990-a2a2-3a8ec76d03f0,,
9a27dc1e-b285-4685-9af6-967ddfb7c492,NEW DELHI,
68af23f0-3fb8-47b1-ae86-ccf6c6209e18,,
3c7691bd-d628-4b75-881d-61a90c55bef0,,  mam   tarkki dena aur Shopzilla company     tarkki dena              duayen ap logo ke sath hain ????????????
7876c7b9-8fd8-4b9a-81b9-51cbb34b4f39,,
1575b510-af6c-4eb1-b4ab-a1118520a29a,,Bad experience Shopzilla team 
11009576-ad2f-45f9-bcbf-13ba78e176ec,NEW DELHI,
8b994117-d941-4cbe-8ee8-ca5595b4dc03,,Be careful about your delivery agent s
061a08d5-df04-4540-b0c8-54cb3f5eb122,,10
aa3dbeec-3862-4a19-b2c9-83e97aee8d1a,,No
e7ea8990-fee8-4394-ba3d-a54fa294de09,,U r selling pirated books on the channel. And not taking back also
db0cc1a8-a745-4fac-b4ab-71b45f5decb3,,
68f5a00f-5f3a-4e1c-a219-43a96b4359fe,,Thank you
5cbd20c9-5764-4bda-b6f8-2d882eb121d8,,
3180931d-da5f-4470-9109-0a6c1a72fb7a,,Very good communication
510fd3fa-48c7-4481-aa21-a1cc91f37cfb,,Customer care executive is absolutely amazing 
a8bb0783-f584-4a36-8462-9b9f45f85bd3,,
184a575b-e14d-4e5c-908a-6a370f0e1046,SIKANDRABAD,You people are so slow. One laptop purchase is taking more than a month. 
d68fbd13-9a2f-4d35-afec-e71918c591d7,,
58f9d453-c1f0-4fe9-b85f-53baa3c287da,,
3ed5d1e2-6b57-4f96-977f-213569e9a724,,
87c73801-f0c8-4c4c-8813-3459a4d3d55a,,
1b1507f0-82b4-431e-ab51-fa8ea42f29f2,,
253b7e3e-c6e9-4dc4-93ef-3865837b8b37,UNA,
ab4a1452-e2b8-41d8-9821-bd5b6a21556d,HYDERABAD,We unable to contact customer care
2b293cef-6589-4c0f-a55b-c73b36354d50,DHANBAD,
3f0b85ff-47ba-409c-a7ee-36f6b4ad8567,,
ca6fa92d-551f-418d-a30c-69686b39ac90,,
b5b99b3a-b618-4fab-8177-c44fb8883b9d,,
d84e2de2-ea1a-46cb-b0ca-b01ea530601e,NEW DELHI,
e9da2fec-3be4-47d0-9d01-0bbd7e6d0206,,
1f665e47-57b0-460f-8723-5f647425f2b0,,
2e022da3-4dda-4ae6-ba8e-8881781b62d6,,
0c53b6ad-78b2-4bd9-afd1-10b974043f06,,
504461d5-abb7-40a2-8011-ac6bce135a9e,,Good one
16c0a2a5-5547-49a4-b0bf-f9219ef2a27e,,
29fc17b4-3e07-4cf6-a5e4-cca24a517820,,
5c90227f-4122-4df6-8f88-774f6cafff9d,,
78ec590d-b031-44b9-b22a-d1bc5f4693b1,,
87605042-0838-4d94-9be3-b5d82575f437,FEROZEPUR JHIRKA,
5c78b035-a4bf-4d82-8211-2a05e5670831,RANCHI,
307422e4-bb85-45ee-9475-9783171b715d,,good
96150912-1bbc-40fa-b6fb-a9a95da3bb86,KOLKATA,
23edd9c8-20fe-48a3-9619-812e510153dc,,she is very helpfuland sweet ??
c3c58787-a2b5-4cf1-98db-5880dd32ed61,JAHANABAD,Nice for calling about
ec022bf0-3da0-4b94-a464-d9247cb10157,BARDHAMAN,
82debc3d-4fab-4faa-b99f-56c8c167499f,MAHESANA,
02dd88ed-d022-49a5-9663-fb784ebb614d,,
f2a3fa71-10c9-4532-9c9b-ad79a695fbab,,"Shopzilla should ensure the customer before delivering the order by adding secourity pointsLike  ,order delivery code etc"
8c0d094a-b3cd-4429-8143-44bfa42b8723,,Thanku 
197ff8c3-a271-4b86-98a9-47d1414b8cce,AURANGABAD,
c0780d3e-85e0-417e-a090-9006cbeec360,HYDERABAD,Very poor and very dull neglijence very bad
cb44b3e0-ecc5-40ea-9cc7-1565e13644b7,,
d46bf6d5-67ec-4a90-ba8c-780d5bb347ee,,If customer support has no communication with logistics and they helplessly have to apologise for the logistic problems.. it is no use approaching customer care for logistic concerns.. Shopzilla needs to enhance customer care. 
78dff00a-8af6-4531-969f-3084b1a756ce,,
